Date,Visitor,G,Home,G,,Att.,LOG,Notes
4/24/2021,Colorado Avalanche,3,St. Louis Blues,5,,,2:32,
4/24/2021,Ottawa Senators,2,Vancouver Canucks,4,,,2:27,
4/24/2021,Toronto Maple Leafs,4,Winnipeg Jets,1,,,2:22,
4/25/2021,Buffalo Sabres,3,New York Rangers,6,,1800,2:20,
4/25/2021,New Jersey Devils,3,Philadelphia Flyers,4,SO,3651,2:42,
4/25/2021,Boston Bruins,0,Pittsburgh Penguins,1,,4672,2:26,
4/25/2021,Columbus Blue Jackets,3,Tampa Bay Lightning,4,OT,4200,2:26,
4/26/2021,Montreal Canadiens,2,Calgary Flames,1,,,2:21,
4/26/2021,Carolina Hurricanes,3,Dallas Stars,4,OT,5364,2:34,
4/26/2021,Anaheim Ducks,1,Los Angeles Kings,4,,1373,2:18,
4/26/2021,Florida Panthers,1,Nashville Predators,4,,,2:26,
4/26/2021,Vancouver Canucks,1,Ottawa Senators,2,,,2:17,
4/26/2021,Arizona Coyotes,4,San Jose Sharks,6,,520,2:25,
4/26/2021,Colorado Avalanche,1,St. Louis Blues,4,,,2:23,
4/26/2021,Edmonton Oilers,6,Winnipeg Jets,1,,,2:11,
4/27/2021,Detroit Red Wings,0,Columbus Blue Jackets,1,SO,4316,2:29,
4/27/2021,Tampa Bay Lightning,7,Chicago Blackhawks,4,,,2:27,
4/27/2021,Carolina Hurricanes,5,Dallas Stars,1,,6014,2:22,
4/27/2021,Philadelphia Flyers,4,New Jersey Devils,6,,3600,2:36,
4/27/2021,Florida Panthers,7,Nashville Predators,4,,,2:30,
4/27/2021,Buffalo Sabres,1,New York Rangers,3,,1796,2:22,
4/27/2021,Boston Bruins,3,Pittsburgh Penguins,1,,4672,2:26,
4/27/2021,New York Islanders,0,Washington Capitals,1,,2133,2:27,
4/28/2021,Anaheim Ducks,3,Los Angeles Kings,2,,1763,2:19,
4/28/2021,St. Louis Blues,4,Minnesota Wild,3,,3000,2:25,
4/28/2021,Toronto Maple Leafs,4,Montreal Canadiens,1,,,2:20,
4/28/2021,Vancouver Canucks,3,Ottawa Senators,6,,,2:23,
4/28/2021,Arizona Coyotes,2,San Jose Sharks,4,,1037,2:26,
4/28/2021,Colorado Avalanche,2,Vegas Golden Knights,5,,3950,2:26,
4/28/2021,Edmonton Oilers,3,Winnipeg Jets,1,,,2:24,
4/29/2021,Buffalo Sabres,2,Boston Bruins,5,,2191,2:31,
4/29/2021,Detroit Red Wings,1,Carolina Hurricanes,3,,4987,2:24,
4/29/2021,Florida Panthers,4,Chicago Blackhawks,3,OT,,2:24,
4/29/2021,Calgary Flames,3,Edmonton Oilers,1,,,2:23,
4/29/2021,St. Louis Blues,5,Minnesota Wild,4,OT,3000,2:33,
4/29/2021,Philadelphia Flyers,3,New Jersey Devils,5,,3600,2:29,
4/29/2021,New York Islanders,4,New York Rangers,0,,1800,2:21,
4/29/2021,Dallas Stars,0,Tampa Bay Lightning,3,,4200,2:16,
4/29/2021,Vancouver Canucks,1,Toronto Maple Leafs,4,,,2:21,
4/29/2021,Pittsburgh Penguins,5,Washington Capitals,4,OT,2133,2:44,
4/30/2021,Los Angeles Kings,2,Anaheim Ducks,1,,1717,2:24,
4/30/2021,Vegas Golden Knights,0,Arizona Coyotes,3,,5111,2:23,
4/30/2021,San Jose Sharks,0,Colorado Avalanche,3,,4045,2:21,
4/30/2021,Winnipeg Jets,3,Montreal Canadiens,5,,,2:22,
5/1/2021,Los Angeles Kings,2,Anaheim Ducks,6,,1717,2:22,
5/1/2021,Vegas Golden Knights,3,Arizona Coyotes,2,OT,5671,2:33,
5/1/2021,Buffalo Sabres,2,Boston Bruins,6,,2191,2:35,
5/1/2021,Columbus Blue Jackets,1,Carolina Hurricanes,2,OT,4987,2:24,
5/1/2021,Florida Panthers,5,Chicago Blackhawks,4,,,2:20,
5/1/2021,San Jose Sharks,3,Colorado Avalanche,4,,4037,2:30,
5/1/2021,Tampa Bay Lightning,0,Detroit Red Wings,1,SO,,2:43,
5/1/2021,Calgary Flames,1,Edmonton Oilers,4,,,2:23,
5/1/2021,St. Louis Blues,3,Minnesota Wild,4,OT,3000,2:28,
5/1/2021,Ottawa Senators,2,Montreal Canadiens,3,OT,,2:25,
5/1/2021,Dallas Stars,0,Nashville Predators,1,OT,,2:29,
5/1/2021,New York Rangers,0,New York Islanders,3,,1400,2:13,
5/1/2021,New Jersey Devils,4,Philadelphia Flyers,1,,2683,2:23,
5/1/2021,Vancouver Canucks,1,Toronto Maple Leafs,5,,,2:20,
5/1/2021,Pittsburgh Penguins,3,Washington Capitals,0,,2133,2:25,
5/2/2021,Tampa Bay Lightning,2,Detroit Red Wings,1,,,2:24,
5/3/2021,Los Angeles Kings,3,Arizona Coyotes,2,,4983,2:24,
5/3/2021,New York Islanders,2,Buffalo Sabres,4,,,2:26,
5/3/2021,Chicago Blackhawks,2,Carolina Hurricanes,5,,4987,2:27,
5/3/2021,Nashville Predators,4,Columbus Blue Jackets,3,OT,4210,2:30,
5/3/2021,Dallas Stars,4,Florida Panthers,5,OT,4702,2:35,
5/3/2021,Vegas Golden Knights,5,Minnesota Wild,6,,3000,2:37,
5/3/2021,Toronto Maple Leafs,2,Montreal Canadiens,3,OT,,2:31,
5/3/2021,Boston Bruins,3,New Jersey Devils,0,,3600,2:23,
5/3/2021,Washington Capitals,6,New York Rangers,3,,1800,2:32,
5/3/2021,Winnipeg Jets,1,Ottawa Senators,2,,,2:19,
5/3/2021,Pittsburgh Penguins,2,Philadelphia Flyers,7,,2542,2:32,
5/3/2021,Colorado Avalanche,5,San Jose Sharks,4,OT,1071,2:24,
5/3/2021,Anaheim Ducks,1,St. Louis Blues,3,,,2:26,
5/3/2021,Edmonton Oilers,5,Vancouver Canucks,3,,,2:20,
5/4/2021,New York Islanders,3,Buffalo Sabres,4,SO,,2:28,
5/4/2021,Chicago Blackhawks,3,Carolina Hurricanes,6,,4987,2:24,
5/4/2021,Boston Bruins,3,New Jersey Devils,4,OT,3600,2:42,
5/4/2021,Pittsburgh Penguins,7,Philadelphia Flyers,3,,2961,2:33,
5/4/2021,Edmonton Oilers,4,Vancouver Canucks,1,,,2:16,
5/5/2021,Los Angeles Kings,4,Arizona Coyotes,2,,6964,2:27,
5/5/2021,Nashville Predators,2,Columbus Blue Jackets,4,,4084,2:23,
5/5/2021,Winnipeg Jets,4,Calgary Flames,0,,,2:16,
5/5/2021,Vegas Golden Knights,3,Minnesota Wild,2,OT,3000,2:38,
5/5/2021,Washington Capitals,4,New York Rangers,2,,1800,2:35,
5/5/2021,Montreal Canadiens,1,Ottawa Senators,5,,,2:27,
5/5/2021,Colorado Avalanche,2,San Jose Sharks,3,,1041,2:26,
5/5/2021,Anaheim Ducks,3,St. Louis Blues,2,SO,,2:39,
5/5/2021,Dallas Stars,2,Tampa Bay Lightning,6,,4200,2:26,
5/6/2021,New York Rangers,0,Boston Bruins,4,,2191,2:21,
5/6/2021,Chicago Blackhawks,2,Carolina Hurricanes,1,OT,4987,2:25,
5/6/2021,Vancouver Canucks,6,Edmonton Oilers,3,,,2:29,
5/6/2021,New Jersey Devils,2,New York Islanders,1,,1400,2:18,
5/6/2021,Buffalo Sabres,4,Pittsburgh Penguins,8,,4672,2:19,
5/6/2021,Montreal Canadiens,2,Toronto Maple Leafs,5,,,2:23,
5/7/2021,Detroit Red Wings,5,Columbus Blue Jackets,2,,4402,2:14,
5/7/2021,Colorado Avalanche,3,Los Angeles Kings,2,,2115,2:17,
5/7/2021,Anaheim Ducks,3,Minnesota Wild,4,OT,3000,2:27,
5/7/2021,Arizona Coyotes,5,San Jose Sharks,2,,1145,2:34,
5/7/2021,Dallas Stars,5,Tampa Bay Lightning,2,,4200,2:31,
5/7/2021,St. Louis Blues,3,Vegas Golden Knights,4,OT,7567,2:27,
5/7/2021,Philadelphia Flyers,4,Washington Capitals,2,,2133,2:23,
5/8/2021,New York Rangers,5,Boston Bruins,4,,2191,2:33,
5/8/2021,Detroit Red Wings,4,Columbus Blue Jackets,5,OT,4493,2:31,
5/8/2021,Vancouver Canucks,3,Edmonton Oilers,4,,,2:20,
5/8/2021,Tampa Bay Lightning,1,Florida Panthers,5,,5040,2:35,
5/8/2021,Colorado Avalanche,3,Los Angeles Kings,2,,2482,2:18,
5/8/2021,Anaheim Ducks,3,Minnesota Wild,4,OT,3300,2:29,
5/8/2021,Carolina Hurricanes,1,Nashville Predators,3,,,2:22,
5/8/2021,New Jersey Devils,1,New York Islanders,5,,,2:21,
5/8/2021,Buffalo Sabres,0,Pittsburgh Penguins,1,,4672,2:16,
5/8/2021,Arizona Coyotes,5,San Jose Sharks,4,OT,1249,2:30,
5/8/2021,Montreal Canadiens,2,Toronto Maple Leafs,3,,,2:29,
5/8/2021,St. Louis Blues,1,Vegas Golden Knights,4,,7567,2:35,
5/8/2021,Ottawa Senators,4,Winnipeg Jets,2,,,2:16,
5/8/2021,Philadelphia Flyers,1,Washington Capitals,2,OT,2133,2:29,
5/9/2021,Ottawa Senators,1,Calgary Flames,6,,,2:23,
5/9/2021,Dallas Stars,2,Chicago Blackhawks,4,,3820,2:12,
5/10/2021,New York Islanders,2,Boston Bruins,3,OT,4565,2:38,
5/10/2021,Dallas Stars,5,Chicago Blackhawks,4,OT,3917,2:26,
5/10/2021,Tampa Bay Lightning,0,Florida Panthers,4,,5040,2:30,
5/10/2021,St. Louis Blues,2,Los Angeles Kings,1,OT,2154,2:29,
5/10/2021,Edmonton Oilers,4,Montreal Canadiens,3,OT,,2:26,
5/10/2021,Carolina Hurricanes,0,Nashville Predators,5,,,2:25,
5/10/2021,New Jersey Devils,2,Philadelphia Flyers,4,,3882,2:18,
5/10/2021,Colorado Avalanche,2,Vegas Golden Knights,1,,7567,2:21,
5/10/2021,Vancouver Canucks,3,Winnipeg Jets,1,,,2:23,
5/11/2021,Vancouver Canucks,0,Winnipeg Jets,5,,,2:17,
5/11/2021,Boston Bruins,1,Washington Capitals,2,,2133,2:20,
5/12/2021,Los Angeles Kings,0,Colorado Avalanche,6,,4042,2:28,
5/12/2021,Edmonton Oilers,4,Montreal Canadiens,3,OT,,2:18,
5/12/2021,Toronto Maple Leafs,3,Ottawa Senators,4,OT,,2:22,
5/12/2021,Vegas Golden Knights,6,San Jose Sharks,0,,1654,2:17,
5/12/2021,Minnesota Wild,0,St. Louis Blues,4,,,2:20,
5/13/2021,Vancouver Canucks,1,Calgary Flames,4,,,2:21,
5/13/2021,Los Angeles Kings,1,Colorado Avalanche,5,,4045,2:25,
5/13/2021,Minnesota Wild,3,St. Louis Blues,7,,,2:19,
5/14/2021,Toronto Maple Leafs,2,Winnipeg Jets,4,,,2:13,
5/15/2021,Vancouver Canucks,4,Edmonton Oilers,1,,,2:15,
5/16/2021,Calgary Flames,6,Vancouver Canucks,5,OT,,2:34,
5/18/2021,Calgary Flames,2,Vancouver Canucks,4,,,2:28,
5/19/2021,Vancouver Canucks,2,Calgary Flames,6,,,2:27,
5/16/2021,Calgary Flames,6,Vancouver Canucks,5,OT,,2:34,
5/18/2021,Calgary Flames,2,Vancouver Canucks,4,,,2:28,
5/19/2021,Vancouver Canucks,2,Calgary Flames,6,,,2:27,
